chromosome,start,end,CBR110-15-R3a_log2,CBR110-15-R3a_fold_change,Carmaphycin-R9-2_log2,Carmaphycin-R9-2_fold_change,Doxorubicin16-R2b_log2,Doxorubicin16-R2b_fold_change,NODRUG-GM2_log2,NODRUG-GM2_fold_change
V,521694,526711,-0.0628,0.957,-0.0632,0.957,-0.1733,0.887,-0.0500,0.966
V,526711,531727,0.3008,1.232,0.1441,1.105,0.2766,1.211,0.1056,1.076
V,531727,536743,0.3749,1.297,0.1412,1.103,0.2953,1.227,-0.0346,0.976
V,536743,541759,0.0081,1.006,-0.0828,0.944,-0.1184,0.921,-0.0080,0.994
V,541759,546776,-0.1109,0.926,-0.2307,0.852,-0.2369,0.849,0.0408,1.029
V,546776,551792,0.2142,1.160,0.0354,1.025,-0.0004,1.000,-0.0050,0.997
V,551792,556808,0.2375,1.179,-0.0306,0.979,-0.0447,0.969,0.0280,1.020
V,556808,561825,0.3481,1.273,0.0742,1.053,0.0274,1.019,-0.0252,0.983
V,561825,566841,0.2302,1.173,0.0669,1.047,-0.1681,0.890,-0.0022,0.999
V,566841,571857,0.5122,1.426,0.3836,1.305,0.0593,1.042,0.0387,1.027
V,571857,576874,0.4396,1.356,0.5944,1.510,0.3514,1.276,0.5029,1.417
II,0,4988,0.3744,1.296,0.3976,1.317,0.1394,1.101,0.2133,1.159
II,4988,9977,0.6621,1.582,0.5114,1.425,0.1718,1.126,0.0633,1.045
II,9977,14966,0.2687,1.205,0.1109,1.080,-0.0468,0.968,0.0520,1.037
II,14966,19955,0.2913,1.224,0.0615,1.044,0.0277,1.019,0.1114,1.080
II,19955,24944,0.4275,1.345,0.1128,1.081,0.1547,1.113,0.0342,1.024
II,24944,29933,0.2440,1.184,0.0594,1.042,0.0930,1.067,0.0356,1.025
II,29933,34922,0.3955,1.315,0.1526,1.112,0.2951,1.227,-0.2033,0.869
II,34922,39910,0.0779,1.055,-0.0983,0.934,-0.1591,0.896,-0.0004,1.000
II,39910,44899,0.1868,1.138,-0.0703,0.952,0.0866,1.062,-0.0050,0.997
II,44899,49888,0.1879,1.139,-0.0485,0.967,0.0853,1.061,-0.0704,0.952
II,49888,54877,0.2128,1.159,0.1466,1.107,0.1582,1.116,0.0000,1.000
II,54877,59866,0.2290,1.172,0.0939,1.067,0.1385,1.101,0.0246,1.017
II,59866,64855,-0.0229,0.984,0.0070,1.005,0.0004,1.000,-0.0442,0.970
II,64855,69844,-0.0266,0.982,-0.1094,0.927,-0.0678,0.954,-0.0180,0.988
II,69844,74832,0.2273,1.171,0.1461,1.107,0.1640,1.120,-0.0174,0.988
II,74832,79821,0.1235,1.089,0.0589,1.042,-0.0081,0.994,0.0146,1.010
II,79821,84810,0.0393,1.028,-0.0590,0.960,0.0599,1.042,-0.0396,0.973
II,84810,89799,0.0759,1.054,0.0829,1.059,0.0774,1.055,-0.0200,0.986
II,89799,94788,-0.0708,0.952,-0.0822,0.945,-0.1700,0.889,0.0297,1.021
II,94788,99777,0.0012,1.001,-0.0694,0.953,-0.0650,0.956,0.0130,1.009
II,99777,104766,-0.0271,0.981,-0.0227,0.984,-0.1184,0.921,-0.0111,0.992
II,104766,109754,0.1604,1.118,0.1724,1.127,0.0666,1.047,0.0168,1.012
II,109754,114743,-0.0358,0.976,0.0178,1.012,-0.0996,0.933,0.0650,1.046
II,114743,119732,0.0495,1.035,0.0367,1.026,-0.0081,0.994,-0.0463,0.968
II,119732,124721,-0.1036,0.931,-0.0557,0.962,-0.1320,0.913,0.0387,1.027
II,124721,129710,0.0344,1.024,-0.0288,0.980,0.0109,1.008,0.0241,1.017
II,129710,134699,-0.0498,0.966,-0.0834,0.944,-0.0021,0.999,-0.1108,0.926
II,134699,139688,-0.1691,0.889,-0.0691,0.953,-0.0732,0.951,-0.0630,0.957
II,139688,144676,-0.1192,0.921,-0.0571,0.961,-0.0400,0.973,-0.0468,0.968
II,144676,149665,-0.1086,0.927,0.0493,1.035,0.0694,1.049,-0.0669,0.955
II,149665,154654,-0.1225,0.919,-0.0563,0.962,-0.0076,0.995,0.0335,1.023
II,154654,159643,-0.1606,0.895,-0.0950,0.936,-0.1085,0.928,0.0704,1.050
II,159643,164632,-0.0858,0.942,-0.0203,0.986,-0.0556,0.962,0.0439,1.031
II,164632,169621,-0.3311,0.795,-0.2432,0.845,-0.2954,0.815,-0.1113,0.926
II,169621,174610,0.0817,1.058,0.0148,1.010,0.1381,1.100,-0.0322,0.978
II,174610,179598,0.0921,1.066,0.0662,1.047,0.1264,1.092,-0.0617,0.958
II,179598,184587,-0.0979,0.934,0.0035,1.002,0.0792,1.056,0.0599,1.042
II,184587,189576,0.0517,1.036,0.0245,1.017,0.0595,1.042,0.0369,1.026
II,189576,194565,0.1225,1.089,0.1769,1.130,0.2110,1.157,0.0046,1.003
II,194565,199554,0.0012,1.001,0.0443,1.031,-0.0020,0.999,-0.0028,0.998
II,199554,204543,-0.0776,0.948,-0.0031,0.998,0.1087,1.078,-0.0758,0.949
II,204543,209532,-0.1805,0.882,-0.1021,0.932,0.0398,1.028,0.0482,1.034
II,209532,214520,-0.1375,0.909,-0.0233,0.984,0.0819,1.058,0.0459,1.032
II,214520,219509,0.0115,1.008,0.0504,1.036,0.0447,1.031,0.0453,1.032
II,219509,224498,0.4486,1.365,0.3295,1.257,0.3437,1.269,0.1449,1.106
II,224498,229487,0.1655,1.122,0.1016,1.073,0.1560,1.114,0.1142,1.082
II,229487,234476,0.0756,1.054,0.1210,1.087,0.2863,1.220,0.0514,1.036
II,234476,239465,0.0541,1.038,-0.0040,0.997,0.0683,1.048,0.0817,1.058
II,239465,244454,-0.0090,0.994,0.0239,1.017,-0.0545,0.963,0.0067,1.005
II,244454,249442,-0.1460,0.904,-0.0828,0.944,-0.0682,0.954,-0.0723,0.951
II,249442,254431,-0.0204,0.986,0.0344,1.024,0.1060,1.076,-0.0509,0.965
II,254431,259420,-0.1978,0.872,-0.0874,0.941,-0.0964,0.935,-0.0682,0.954
II,259420,264409,0.4461,1.362,0.3062,1.236,0.4410,1.358,0.0356,1.025
II,264409,269398,0.2411,1.182,0.1462,1.107,0.1305,1.095,-0.0036,0.998
II,269398,274387,-0.0263,0.982,-0.0666,0.955,0.0248,1.017,-0.0159,0.989
II,274387,279376,0.0012,1.001,-0.0163,0.989,0.0347,1.024,0.0585,1.041
II,279376,284364,-0.0209,0.986,0.0017,1.001,-0.0260,0.982,0.0000,1.000
II,284364,289353,-0.0396,0.973,-0.0692,0.953,0.0457,1.032,-0.0805,0.946
II,289353,294342,-0.0463,0.968,-0.0532,0.964,-0.0605,0.959,0.0073,1.005
II,294342,299331,0.0310,1.022,-0.0040,0.997,-0.0020,0.999,-0.0020,0.999
II,299331,304320,-0.3289,0.796,-0.2859,0.820,-0.2260,0.855,-0.0791,0.947
II,304320,309309,-0.2631,0.833,-0.1290,0.914,-0.2132,0.863,0.0472,1.033
II,309309,314298,-0.0495,0.966,-0.0009,0.999,0.0592,1.042,-0.0138,0.990
II,314298,319286,0.0483,1.034,-0.0411,0.972,-0.0083,0.994,0.0205,1.014
II,319286,324275,-0.0908,0.939,-0.0150,0.990,-0.0124,0.991,0.0000,1.000
II,324275,329264,0.0848,1.061,0.1093,1.079,0.0970,1.070,0.0484,1.034
II,329264,334253,-0.4261,0.744,-0.3319,0.794,-0.4718,0.721,-0.0168,0.988
II,334253,339242,-0.1040,0.930,-0.1484,0.902,-0.1931,0.875,0.0284,1.020
II,339242,344231,-0.0607,0.959,-0.1207,0.920,-0.0020,0.999,0.0090,1.006
II,344231,349220,-0.1097,0.927,-0.0729,0.951,-0.1251,0.917,-0.0644,0.956
II,349220,354208,-0.0317,0.978,-0.0721,0.951,-0.0020,0.999,0.0086,1.006
II,354208,359197,0.0273,1.019,0.0963,1.069,0.0486,1.034,0.0312,1.022
II,359197,364186,-0.2065,0.867,-0.0936,0.937,-0.1721,0.888,0.0238,1.017
II,364186,369175,-0.1701,0.889,-0.0479,0.967,-0.1959,0.873,-0.0555,0.962
II,369175,374164,-0.2933,0.816,-0.3183,0.802,-0.3416,0.789,0.0045,1.003
II,374164,379153,-0.1383,0.909,-0.1034,0.931,-0.0476,0.968,-0.0800,0.946
II,379153,384142,-0.0645,0.956,-0.0649,0.956,0.0068,1.005,-0.0013,0.999
II,384142,389130,0.0941,1.067,0.0368,1.026,0.0915,1.065,-0.0043,0.997
II,389130,394119,-0.0804,0.946,-0.0629,0.957,-0.0723,0.951,0.0626,1.044
II,394119,399108,-0.2692,0.830,-0.3435,0.788,-0.1215,0.919,-0.0002,1.000
II,399108,404097,-0.1796,0.883,-0.1729,0.887,-0.1078,0.928,0.0372,1.026
II,404097,409086,-0.2219,0.857,-0.1312,0.913,-0.0373,0.974,0.0407,1.029
II,409086,414075,0.0801,1.057,0.0695,1.049,0.2070,1.154,0.0191,1.013
II,414075,419064,-0.3185,0.802,-0.2052,0.867,-0.1681,0.890,-0.0561,0.962
II,419064,424053,-0.1649,0.892,-0.1255,0.917,-0.0974,0.935,-0.0530,0.964
II,424053,429041,0.0680,1.048,0.0516,1.036,0.0852,1.061,-0.0410,0.972
II,429041,434030,0.1280,1.093,0.1312,1.095,0.1192,1.086,-0.0578,0.961
II,434030,439019,0.0067,1.005,0.0598,1.042,0.0751,1.053,-0.0250,0.983
II,439019,444008,0.0959,1.069,0.1215,1.088,0.1829,1.135,0.0327,1.023
II,444008,448997,0.1422,1.104,0.1134,1.082,0.2182,1.163,0.0091,1.006
II,448997,453986,-0.1358,0.910,-0.0219,0.985,-0.0413,0.972,0.0075,1.005
II,453986,458975,-0.0042,0.997,-0.0101,0.993,0.0632,1.045,-0.0028,0.998
II,458975,463963,-0.1069,0.929,-0.0814,0.945,-0.0416,0.972,0.0556,1.039
II,463963,468952,-0.1407,0.907,-0.1191,0.921,-0.0423,0.971,0.0767,1.055
II,468952,473941,0.0679,1.048,0.0548,1.039,0.1201,1.087,-0.0137,0.991
II,473941,478930,0.0012,1.001,-0.0010,0.999,0.0724,1.051,0.0381,1.027
II,478930,483919,-0.2976,0.814,-0.2550,0.838,-0.1411,0.907,-0.0072,0.995
II,483919,488908,-0.1126,0.925,-0.0400,0.973,-0.1146,0.924,0.0011,1.001
II,488908,493897,0.0666,1.047,0.0787,1.056,0.1166,1.084,-0.0021,0.999
II,493897,498885,-0.1311,0.913,-0.0634,0.957,-0.0232,0.984,-0.0154,0.989
II,498885,503874,0.0021,1.001,-0.0088,0.994,0.0228,1.016,-0.0262,0.982
II,503874,508863,0.0260,1.018,-0.0484,0.967,0.0802,1.057,-0.0333,0.977
II,508863,513852,0.0949,1.068,0.0872,1.062,0.2116,1.158,-0.0147,0.990
II,513852,518841,0.0190,1.013,0.0361,1.025,0.1422,1.104,0.0302,1.021
II,518841,523830,-0.0518,0.965,-0.0892,0.940,-0.0654,0.956,-0.0138,0.990
II,523830,528819,-0.1000,0.933,0.0757,1.054,0.0050,1.004,-0.0378,0.974
II,528819,533807,-0.1454,0.904,-0.0438,0.970,-0.0963,0.935,-0.0192,0.987
II,533807,538796,-0.1986,0.871,-0.0688,0.953,-0.1045,0.930,-0.0295,0.980
II,538796,543785,-0.1941,0.874,-0.0795,0.946,-0.1031,0.931,-0.0218,0.985
II,543785,548774,-0.2728,0.828,-0.1425,0.906,-0.2235,0.856,-0.0137,0.991
II,548774,553763,-0.3395,0.790,-0.1997,0.871,-0.1558,0.898,0.0061,1.004
II,553763,558752,-0.2492,0.841,-0.0894,0.940,-0.0805,0.946,-0.0259,0.982
II,558752,563741,-0.0584,0.960,0.0286,1.020,-0.0219,0.985,-0.0963,0.935
II,563741,568729,-0.1803,0.882,-0.0911,0.939,-0.0870,0.941,-0.0313,0.979
II,568729,573718,0.0157,1.011,0.1462,1.107,0.0710,1.050,-0.0374,0.974
II,573718,578707,-0.1849,0.880,-0.0695,0.953,-0.1648,0.892,-0.0124,0.991
II,578707,583696,0.1212,1.088,0.1678,1.123,0.1835,1.136,-0.0282,0.981
II,583696,588685,-0.2066,0.867,-0.0531,0.964,-0.0166,0.989,-0.0381,0.974
II,588685,593674,-0.2967,0.814,-0.2003,0.870,-0.2169,0.860,-0.0086,0.994
II,593674,598663,-0.1576,0.897,-0.0350,0.976,-0.0521,0.965,-0.0220,0.985
II,598663,603651,-0.1929,0.875,-0.0336,0.977,-0.0829,0.944,0.0166,1.012
II,603651,608640,-0.2577,0.836,-0.1635,0.893,-0.1892,0.877,0.0156,1.011
II,608640,613629,-0.1407,0.907,-0.0059,0.996,0.0133,1.009,-0.0206,0.986
II,613629,618618,-0.0917,0.938,0.0284,1.020,-0.0001,1.000,-0.0478,0.967
II,618618,623607,0.0039,1.003,0.0804,1.057,0.0133,1.009,0.0200,1.014
II,623607,628596,-0.0784,0.947,0.0231,1.016,0.0106,1.007,0.0334,1.023
II,628596,633585,-0.2142,0.862,-0.0703,0.952,0.0480,1.034,-0.0139,0.990
II,633585,638573,-0.0676,0.954,-0.0116,0.992,0.0122,1.008,0.0191,1.013
II,638573,643562,0.0012,1.001,-0.0040,0.997,0.0445,1.031,-0.1257,0.917
II,643562,648551,0.1053,1.076,0.1341,1.097,0.0707,1.050,0.0685,1.049
II,648551,653540,-0.1010,0.932,-0.0005,1.000,-0.0814,0.945,0.0783,1.056
II,653540,658529,-0.1009,0.932,0.0488,1.034,0.0577,1.041,0.0807,1.058
II,658529,663518,-0.0259,0.982,0.0658,1.047,0.0446,1.031,0.0468,1.033
II,663518,668507,0.0182,1.013,0.1422,1.104,0.0907,1.065,-0.0056,0.996
II,668507,673495,-0.1787,0.884,-0.1329,0.912,-0.1401,0.907,0.0518,1.037
II,673495,678484,-0.1239,0.918,-0.0317,0.978,-0.1710,0.888,-0.0093,0.994
II,678484,683473,-0.2873,0.819,-0.1629,0.893,-0.2618,0.834,-0.0269,0.982
II,683473,688462,0.1037,1.075,0.1282,1.093,0.0777,1.055,0.0302,1.021
II,688462,693451,-0.1379,0.909,0.0464,1.033,0.0391,1.027,0.0070,1.005
II,693451,698440,0.0012,1.001,-0.0465,0.968,0.0132,1.009,0.1008,1.072
II,698440,703429,0.0691,1.049,0.0587,1.042,-0.0285,0.980,-0.1203,0.920
II,703429,708417,-0.1382,0.909,-0.0616,0.958,-0.1527,0.900,-0.0076,0.995
II,708417,713406,-0.0814,0.945,0.0251,1.018,-0.0193,0.987,0.0748,1.053
II,713406,718395,-0.1010,0.932,-0.0367,0.975,-0.1379,0.909,0.0728,1.052
II,718395,723384,0.0445,1.031,0.0655,1.046,0.0087,1.006,-0.0281,0.981
II,723384,728373,0.1215,1.088,0.1075,1.077,0.0594,1.042,-0.0288,0.980
II,728373,733362,-0.0055,0.996,0.0810,1.058,-0.0612,0.958,-0.0433,0.970
II,733362,738351,0.0575,1.041,0.0252,1.018,-0.0808,0.946,-0.0072,0.995
II,738351,743339,-0.0744,0.950,-0.0862,0.942,-0.1562,0.897,-0.0396,0.973
II,743339,748328,0.0643,1.046,0.0426,1.030,0.0383,1.027,-0.0491,0.967
II,748328,753317,0.0984,1.071,0.0499,1.035,0.0513,1.036,-0.0615,0.958
II,753317,758306,0.0667,1.047,-0.0028,0.998,0.0115,1.008,-0.0588,0.960
II,758306,763295,0.0542,1.038,-0.0404,0.972,0.0053,1.004,0.0376,1.026
II,763295,768284,0.1574,1.115,0.0298,1.021,0.0329,1.023,-0.0104,0.993
II,768284,773273,0.2337,1.176,0.0725,1.052,0.0568,1.040,0.0157,1.011
II,773273,778261,0.0791,1.056,-0.0842,0.943,0.1082,1.078,0.0232,1.016
II,778261,783250,0.1818,1.134,-0.0293,0.980,-0.0020,0.999,0.0090,1.006
II,783250,788239,0.2712,1.207,0.0736,1.052,0.0749,1.053,-0.0361,0.975
II,788239,793228,0.2250,1.169,0.0226,1.016,0.0178,1.012,-0.0381,0.974
II,793228,798217,0.1071,1.077,-0.0944,0.937,-0.0285,0.980,0.0246,1.017
II,798217,803206,0.2816,1.216,0.0614,1.044,-0.0319,0.978,0.0069,1.005
II,803206,808195,0.3736,1.296,0.1570,1.115,-0.0096,0.993,0.0499,1.035
II,808195,813184,0.4822,1.397,0.3469,1.272,-0.0856,0.942,0.0793,1.057
III,0,5025,1.3519,2.553,0.9416,1.921,0.3935,1.314,0.2854,1.219
III,5025,10051,0.5663,1.481,0.2942,1.226,0.1823,1.135,0.0248,1.017
III,10051,15077,0.2872,1.220,-0.0425,0.971,-0.1049,0.930,-0.1548,0.898
III,15077,20102,0.4049,1.324,0.0663,1.047,0.0308,1.022,0.0510,1.036
III,20102,25128,0.2305,1.173,-0.1142,0.924,-0.1208,0.920,0.0883,1.063
III,25128,30154,0.1787,1.132,-0.0425,0.971,0.0035,1.002,0.0621,1.044
III,30154,35180,0.1904,1.141,-0.0808,0.946,0.0203,1.014,0.1324,1.096
III,35180,40205,0.2710,1.207,-0.0660,0.955,0.1097,1.079,0.0665,1.047
III,40205,45231,0.0863,1.062,-0.1713,0.888,-0.0921,0.938,0.0037,1.003
III,45231,50257,0.1349,1.098,-0.1112,0.926,0.0924,1.066,0.0514,1.036
III,50257,55282,0.0183,1.013,-0.1194,0.921,-0.0825,0.944,-0.1058,0.929
III,55282,60308,0.2165,1.162,-0.0719,0.951,0.1068,1.077,-0.0596,0.960
III,60308,65334,0.3882,1.309,0.2099,1.157,0.1398,1.102,-0.0238,0.984
III,65334,70360,0.2309,1.174,0.1061,1.076,0.1394,1.101,0.0835,1.060
III,70360,75385,0.1724,1.127,0.0392,1.028,0.0945,1.068,-0.0133,0.991
III,75385,80411,0.1532,1.112,0.0351,1.025,-0.0528,0.964,-0.0823,0.945
III,80411,85437,0.2025,1.151,0.0226,1.016,-0.0020,0.999,-0.1086,0.928
III,85437,90462,0.0588,1.042,-0.0706,0.952,0.0076,1.005,-0.5690,0.674
III,90462,95488,-0.3005,0.812,-0.4129,0.751,-0.4042,0.756,-0.6224,0.650
III,95488,100514,0.1224,1.089,0.0738,1.052,0.1154,1.083,0.0026,1.002
III,100514,105539,-0.0480,0.967,-0.1067,0.929,-0.1420,0.906,0.0046,1.003
III,105539,110565,0.1412,1.103,0.0631,1.045,0.0171,1.012,-0.0115,0.992
III,110565,115591,0.0970,1.070,-0.0040,0.997,-0.0319,0.978,0.0418,1.029
III,115591,120617,-0.0470,0.968,-0.0213,0.985,-0.1489,0.902,0.0339,1.024
III,120617,125642,0.0445,1.031,0.0409,1.029,-0.0081,0.994,-0.0473,0.968
III,125642,130668,0.1924,1.143,0.0621,1.044,0.0162,1.011,0.1060,1.076
III,130668,135694,-0.8030,0.573,-0.6977,0.617,-0.7059,0.613,-0.7220,0.606
III,135694,140720,-0.5905,0.664,-0.6546,0.635,-0.5355,0.690,-0.3768,0.770
III,140720,145745,0.1755,1.129,0.0338,1.024,0.0466,1.033,0.0413,1.029
III,145745,150771,-0.3225,0.800,-0.4777,0.718,-0.3096,0.807,-0.7284,0.604
III,150771,155797,-0.0822,0.945,-0.1314,0.913,-0.1855,0.879,-0.2554,0.838
III,155797,160822,0.1835,1.136,0.0674,1.048,0.0738,1.053,-0.0479,0.967
III,160822,165848,0.1696,1.125,0.0830,1.059,0.1084,1.078,-0.0458,0.969
III,165848,170874,0.1504,1.110,0.1621,1.119,-0.0537,0.963,0.0898,1.064
III,170874,175900,-0.0526,0.964,-0.0623,0.958,-0.0564,0.962,-0.0082,0.994
III,175900,180925,0.0241,1.017,0.0725,1.052,-0.0647,0.956,-0.0016,0.999
III,180925,185951,0.0636,1.045,0.0258,1.018,0.1197,1.086,0.0763,1.054
III,185951,190977,-0.1977,0.872,-0.1896,0.877,-0.2267,0.855,-0.0610,0.959
III,190977,196002,0.0934,1.067,0.1042,1.075,0.0461,1.032,0.1143,1.082
III,196002,201028,0.1500,1.110,-0.0561,0.962,-0.0462,0.968,-0.0860,0.942
III,201028,206054,0.2162,1.162,0.1569,1.115,0.1492,1.109,0.0409,1.029
III,206054,211079,-0.0398,0.973,0.0301,1.021,-0.0130,0.991,0.0487,1.034
III,211079,216105,-0.2360,0.849,-0.1512,0.900,-0.0020,0.999,-0.0763,0.949
III,216105,221131,0.0968,1.069,0.0284,1.020,0.0631,1.045,0.0547,1.039
III,221131,226157,0.1315,1.095,0.0338,1.024,0.0220,1.015,-0.0196,0.986
III,226157,231182,-0.0754,0.949,-0.1124,0.925,-0.1502,0.901,-0.0498,0.966
III,231182,236208,0.1236,1.089,-0.0613,0.958,0.0444,1.031,0.0400,1.028
III,236208,241234,0.2726,1.208,0.1653,1.121,0.0971,1.070,-0.0088,0.994
III,241234,246259,0.3698,1.292,0.1942,1.144,0.2090,1.156,-0.0489,0.967
III,246259,251285,0.1167,1.084,0.0138,1.010,-0.0415,0.972,-0.0559,0.962
III,251285,256311,-0.0252,0.983,-0.1286,0.915,-0.1584,0.896,-0.0579,0.961
III,256311,261337,0.1205,1.087,-0.0331,0.977,0.0088,1.006,-0.0052,0.996
III,261337,266362,-0.0709,0.952,-0.1827,0.881,-0.2439,0.844,0.0115,1.008
III,266362,271388,0.4259,1.343,0.2446,1.185,0.2882,1.221,0.0957,1.069
III,271388,276414,0.4958,1.410,0.0789,1.056,0.2258,1.169,0.0720,1.051
III,276414,281440,0.2637,1.201,0.0331,1.023,0.1450,1.106,0.0249,1.017
III,281440,286465,0.1592,1.117,-0.0152,0.990,0.0038,1.003,0.0180,1.013
III,286465,291491,0.4402,1.357,0.1108,1.080,0.1681,1.124,0.0128,1.009
III,291491,296517,0.0012,1.001,-0.0337,0.977,-0.4283,0.743,0.2633,1.200
III,296517,301542,0.3753,1.297,0.1152,1.083,0.0117,1.008,0.0125,1.009
III,301542,306568,0.1071,1.077,-0.0485,0.967,-0.2546,0.838,0.0144,1.010
III,306568,311594,0.3396,1.265,0.1758,1.130,-1.6555,0.317,0.0262,1.018
III,311594,316620,0.6220,1.539,0.4063,1.325,-5.1870,0.027,0.0253,1.018
IV,0,5006,0.7064,1.632,0.4656,1.381,-0.0020,0.999,0.1190,1.086
IV,5006,10012,0.4042,1.323,0.1846,1.137,-0.0348,0.976,0.0529,1.037
IV,10012,15018,0.5570,1.471,0.2879,1.221,0.1898,1.141,0.2412,1.182
IV,15018,20025,0.1012,1.073,-0.0186,0.987,-0.1083,0.928,-0.0397,0.973
IV,20025,25031,0.2250,1.169,0.0403,1.028,-0.0251,0.983,-0.0040,0.997
IV,25031,30037,0.0130,1.009,-0.1662,0.891,-0.0812,0.945,0.0691,1.049
IV,30037,35044,0.1648,1.121,-0.0746,0.950,0.0240,1.017,0.0001,1.000
IV,35044,40050,0.1901,1.141,-0.0192,0.987,0.0221,1.015,0.0537,1.038
IV,40050,45056,0.1180,1.085,-0.0638,0.957,0.0636,1.045,0.0914,1.065
IV,45056,50063,0.1100,1.079,-0.0672,0.955,0.0445,1.031,-0.0182,0.987
IV,50063,55069,-0.0172,0.988,-0.1180,0.921,-0.0690,0.953,0.0084,1.006
IV,55069,60075,0.1084,1.078,-0.0492,0.966,0.0024,1.002,-0.0179,0.988
IV,60075,65082,-0.1758,0.885,-0.2445,0.844,-0.1971,0.872,0.0173,1.012
IV,65082,70088,0.3169,1.246,0.1923,1.143,0.1132,1.082,-0.0578,0.961
IV,70088,75094,-0.0768,0.948,-0.1126,0.925,-0.1464,0.904,0.0018,1.001
IV,75094,80101,-0.2043,0.868,-0.1655,0.892,-0.2947,0.815,-0.0071,0.995
IV,80101,85107,0.0401,1.028,0.0326,1.023,-0.0731,0.951,-0.0996,0.933
IV,85107,90113,-0.0526,0.964,-0.1644,0.892,-0.2587,0.836,-0.0084,0.994
IV,90113,95120,0.1284,1.093,0.0201,1.014,-0.0127,0.991,-0.0273,0.981
IV,95120,100126,0.0087,1.006,0.0450,1.032,0.0668,1.047,0.0046,1.003
IV,100126,105132,-0.0465,0.968,-0.0155,0.989,-0.1001,0.933,-0.0391,0.973
IV,105132,110138,-0.1264,0.916,-0.0671,0.955,-0.1129,0.925,0.0946,1.068
IV,110138,115145,0.0866,1.062,0.0567,1.040,-0.0416,0.972,-0.0176,0.988
IV,115145,120151,-0.1455,0.904,-0.0705,0.952,-0.1656,0.892,-0.0359,0.975
IV,120151,125157,0.0964,1.069,-0.0318,0.978,0.0215,1.015,-0.0090,0.994
IV,125157,130164,-0.0521,0.965,-0.0829,0.944,0.0236,1.017,0.0000,1.000
IV,130164,135170,-0.0456,0.969,0.0110,1.008,-0.0560,0.962,0.0298,1.021
IV,135170,140176,0.0513,1.036,0.0391,1.027,0.0220,1.015,0.0055,1.004
IV,140176,145183,0.2878,1.221,0.1693,1.125,0.1493,1.109,0.0043,1.003
IV,145183,150189,0.0462,1.033,0.0995,1.071,0.1544,1.113,-0.0352,0.976
IV,150189,155195,0.1606,1.118,0.1562,1.114,0.2525,1.191,0.0227,1.016
IV,155195,160202,-0.0911,0.939,0.0549,1.039,-0.0412,0.972,-0.0586,0.960
IV,160202,165208,-0.1684,0.890,-0.0040,0.997,-0.1412,0.907,-0.1514,0.900
IV,165208,170214,-0.1204,0.920,-0.0870,0.942,-0.0766,0.948,-0.0350,0.976
IV,170214,175221,-0.1718,0.888,-0.1430,0.906,-0.0481,0.967,0.0000,1.000
IV,175221,180227,-0.0295,0.980,0.0463,1.033,0.0675,1.048,0.0347,1.024
IV,180227,185233,-0.2715,0.828,-0.1601,0.895,-0.2570,0.837,0.0786,1.056
IV,185233,190240,0.0099,1.007,0.0240,1.017,0.0575,1.041,0.0506,1.036
IV,190240,195246,-0.0375,0.974,-0.0719,0.951,-0.0226,0.984,-0.0566,0.961
IV,195246,200252,-0.0925,0.938,-0.0429,0.971,-0.0205,0.986,0.0011,1.001
IV,200252,205258,-0.0070,0.995,0.0579,1.041,0.0140,1.010,-0.0285,0.980
IV,205258,210265,0.2381,1.179,0.1549,1.113,0.2472,1.187,0.0052,1.004
IV,210265,215271,-0.1221,0.919,-0.0965,0.935,-0.0974,0.935,-0.0339,0.977
IV,215271,220277,0.1216,1.088,0.0496,1.035,0.0021,1.001,0.0457,1.032
IV,220277,225284,-0.1765,0.885,-0.1457,0.904,-0.1088,0.927,-0.0343,0.977
IV,225284,230290,0.0667,1.047,0.1054,1.076,0.0710,1.050,-0.0905,0.939
IV,230290,235296,-0.2367,0.849,-0.1818,0.882,-0.1787,0.883,0.0500,1.035
IV,235296,240303,0.0743,1.053,0.0373,1.026,0.1790,1.132,-0.0624,0.958
IV,240303,245309,-0.1007,0.933,-0.1053,0.930,-0.0376,0.974,-0.0377,0.974
IV,245309,250315,0.0103,1.007,0.1372,1.100,0.0467,1.033,-0.0698,0.953
IV,250315,255322,0.0823,1.059,0.0802,1.057,0.2029,1.151,-0.0256,0.982
IV,255322,260328,0.0788,1.056,0.0142,1.010,0.0779,1.055,-0.0425,0.971
IV,260328,265334,-0.0730,0.951,0.0056,1.004,-0.0208,0.986,-0.1035,0.931
IV,265334,270341,0.0436,1.031,0.0500,1.035,0.0223,1.016,0.0281,1.020
IV,270341,275347,-0.0412,0.972,0.0197,1.014,0.0240,1.017,-0.0678,0.954
IV,275347,280353,0.1020,1.073,0.1225,1.089,0.2339,1.176,0.0027,1.002
IV,280353,285360,-0.3019,0.811,-0.2035,0.868,-0.2818,0.823,0.0733,1.052
IV,285360,290366,0.1229,1.089,0.0405,1.028,0.1257,1.091,0.0270,1.019
IV,290366,295372,0.0024,1.002,-0.0133,0.991,-0.0114,0.992,0.0114,1.008
IV,295372,300379,0.0360,1.025,-0.0112,0.992,-0.0750,0.949,-0.0381,0.974
IV,300379,305385,0.0413,1.029,0.0281,1.020,0.1117,1.080,-0.0417,0.971
IV,305385,310391,-0.3102,0.807,-0.1985,0.871,-0.2424,0.845,0.0554,1.039
IV,310391,315397,0.0567,1.040,0.0279,1.020,0.0574,1.041,0.0584,1.041
